Log Point,Engine Speed,MF_IA,MF_FUEL,Torque,BMEP,BSFC,IMEP,p_0,p_11,p_21,p_2_1,P_IM,p_31,p_41,p_4_1,T_0,T_11,T_21,T_2_1,T_IM,T_31,T_41,T_4_1,T_OIL,T_Water,Humidity rel,Turbine Speed,q_MI,phi_MI,Delivery Ratio,Rail Pressure,Duration_Main,FMEP,NOx_EO,SOC,MFB50,PFP,P_SOI,EGR_Rate,EGR_Temperature,ECU_VTG_Pos,ECU_EGR_Pos,ECU_Exh_Flap_Pos
190,749.9993,323.1748,13.89630653,906.973,883.4080892,195.0711148,310.5051,1.012286,1.01188022,1.3284954,1.3219635,1.3191527,1.4122838,1.05025053,1.04047325,23.21537,25.97029,66.1439,23.24356,36.09136,443.19555,361.7184,622.7667,108.8932,87.0232,55.2,37789.68,102.9357,-3.467813304,0.856618207,847.0,1522.013,0.09101162,832.9771,-2.175186,9.184105,92.41641,61.48933,12.56010555,74.6466,22.4707,29.12038,75.38981
191,750.0015,284.0968,11.19292639,725.9749,707.1126695,196.2947603,300.7376,1.01227,1.012176418,1.2056322,1.1992288,1.1972938,1.25666645,1.04502897,1.03533427,23.12766,25.78387,54.21787,23.25916,37.6794,400.58105,336.6886,609.2007,108.3416,87.4623,56.5,28583.96,82.9104,-3.572112822,0.858240227,821.4905,1289.543,0.3897177,655.2396,-1.83168,9.423391,82.84338,57.27222,15.03608988,71.73479,26.98679,41.43396,71.01887
192,749.9994,266.6855,8.514686188,543.9867,529.8528746,199.2820793,517.4256,1.012317,1.01235261,1.1389673,1.1325465,1.1303606,1.18455285,1.04203112,1.03208017,23.11412,25.77632,46.88817,23.25732,38.89958,346.2887,298.7512,358.5376,107.8592,88.5907,55.4,22888.06,63.0718,-3.641942053,0.871459799,688.5823,1170.266,0.5212397,494.9114,-0.5000346,9.648256,72.55128,53.42046,16.47518703,77.62329,30.72658,41.48291,67.19494
193,750.0004,237.7874,6.014415208,362.9897,353.5585263,210.9533404,340.1799,1.012298,1.012527591,1.103673,1.0984512,1.09599556,1.16243505,1.03670244,1.02806826,23.10496,25.96217,43.24261,23.19842,42.54765,286.29475,253.9972,388.2689,107.0168,88.931,53.7,19471.84,44.5512,-3.603856976,0.880427484,623.1772,938.8352,1.04273,306.7044,0.6026416,8.870625,67.88778,51.61098,23.08445928,84.0008,26.20696,37.86266,64.33481
194,749.9996,189.4796,3.593279584,181.0155,176.3123676,252.7336159,119.9715,1.012306,1.012867492,1.06499208,1.0610655,1.05854808,1.1236916,1.02998931,1.02297379,23.09562,26.20424,40.28806,23.22571,49.90449,224.53575,209.5689,421.712,106.0729,88.6048,54.0,14275.84,26.6169,-3.55076155,0.882367328,570.8165,694.7261,1.00658,165.6513,1.495269,8.268255,62.18975,48.24945,35.20597001,86.2447,21.31266,53.33101,62.89684
195,650.0002,378.8068,20.57322783,1510.646,1471.396498,200.0668053,243.1081,1.012329,1.011351791,1.5917738,1.5851541,1.5818884,1.69447635,1.05914044,1.05165462,22.94489,25.6929,89.0167,23.2589,31.00067,560.22215,437.5166,506.8227,111.9746,89.3298,55.4,52942.84,175.8395,-4.139739245,0.859112122,677.2089,2555.406,0.0,1554.778,-3.517706,8.431244,125.3927,72.76723,3.286932908,55.37251,20.06329,11.19494,100.0
196,650.0,349.8526,18.4210182,1357.051,1321.792193,199.4127408,243.9759,1.012347,1.01167175,1.4964215,1.4896647,1.4876648,1.58742635,1.0554877,1.04841487,22.97389,25.57097,81.57601,23.28922,31.90055,541.5641,429.8502,541.0966,110.833,89.041,56.1,48948.15,157.4446,-3.739731052,0.859122708,681.9304,2389.201,0.0,1451.918,-3.098984,8.704078,116.2654,69.84609,4.742085983,60.87341,20.52152,16.03038,100.0
197,649.9996,324.8998,16.31703226,1205.982,1174.648258,198.7632339,246.8622,1.012386,1.011967191,1.4141808,1.4068967,1.404887,1.4959836,1.05143361,1.04466614,23.05608,25.57691,73.94926,23.34784,33.06016,514.79005,413.0753,561.1348,110.1765,89.0742,55.8,45042.51,139.4619,-3.392707704,0.862618882,682.2911,2175.231,-2.91e-16,1309.924,-2.625712,8.963522,106.7558,66.18613,6.348791097,63.08081,20.84747,19.52342,99.9633
198,649.9995,300.8899,14.25661453,1054.936,1027.526725,198.5299663,248.2152,1.012369,1.012204558,1.3382185,1.3319815,1.3293209,1.41414755,1.04725287,1.04087819,22.94849,25.74522,66.86549,23.30246,34.31358,483.39935,391.7147,581.3752,110.1094,89.669,54.4,37899.88,121.8515,-3.065709232,0.864243263,682.5096,1945.17,0.2110926,1149.618,-2.081963,9.040333,98.49436,63.17774,8.137084958,66.55334,21.30637,22.37898,99.9904
199,649.9995,276.7364,12.2156798,903.855,880.3711009,198.5430322,252.4851,1.012374,1.012410163,1.2580188,1.2517777,1.2500254,1.32027445,1.04320155,1.03703091,22.95762,25.93432,59.21437,23.33651,35.68042,446.87505,367.4503,596.5262,109.5297,89.3759,54.1,32766.53,104.4076,-2.923642054,0.869107919,684.6188,1710.05,0.3785141,973.411,-1.787201,9.104736,90.88858,60.0297,10.25741339,68.00587,22.74375,26.97125,100.0
200,649.9993,254.6329,10.20946751,753.899,734.3112475,198.9417034,279.2892,1.012396,1.012607983,1.1842879,1.1782094,1.176445,1.23135825,1.03955355,1.03348805,22.93168,25.96303,51.89101,23.33469,36.96588,405.8261,340.5739,617.3725,108.8057,89.4393,55.1,26298.06,87.2605,-2.871743537,0.874364361,687.2264,1483.721,0.7134482,808.1157,-1.363121,9.04475,83.64742,56.95202,12.42516087,68.7077,25.68113,34.17924,100.0
201,649.9995,239.831,8.200687492,602.9821,587.3154601,199.7936205,559.9873,1.012433,1.012741777,1.1346321,1.1281491,1.1264777,1.17512685,1.03685904,1.03080399,22.98398,25.78784,46.52962,23.27424,38.2582,359.52665,307.5434,378.0419,108.3054,90.8826,56.2,21877.15,70.0914,-2.998860527,0.879485002,630.9937,1323.405,0.9487933,652.8382,-0.7115524,9.42943,74.74157,53.35943,14.00185279,73.23683,28.69044,37.11847,100.0
202,649.9996,231.1155,6.334142102,451.9153,440.1736674,205.9047972,480.3356,1.012404,1.012764933,1.1055353,1.0997427,1.0978412,1.15194205,1.03439518,1.02855534,22.97906,25.73643,43.22617,23.21839,39.48141,308.10745,269.2462,386.712,107.4273,87.1654,55.9,19306.96,54.138,-3.122750045,0.886583455,557.4557,1125.173,1.085027,474.4456,0.1231997,8.578925,71.22085,51.96089,15.31485482,79.01531,28.38987,32.22152,100.0
203,649.9995,193.0332,4.546160203,301.0095,293.1886917,221.8708811,293.2842,1.012432,1.013044194,1.08503231,1.08045183,1.07875342,1.15183235,1.02948636,1.02402439,23.22066,25.92549,41.62156,23.18961,44.56911,260.2343,231.1835,433.9846,106.4072,88.7574,54.5,16218.67,38.8561,-3.122750045,0.894850444,521.1282,861.7577,1.299233,240.316,0.9888921,8.142049,67.57618,50.8726,27.52178771,85.2676,19.47756,34.10769,100.0
204,650.0,156.1192,2.8086084,150.9994,147.0761439,273.2444876,119.3509,1.012436,1.013250952,1.06027209,1.05638085,1.05490421,1.13567545,1.02595597,1.020786675,23.14815,26.16782,39.95921,23.1916,50.58257,208.05555,194.736,441.8332,105.3406,88.8888,53.9,13139.68,24.0052,-3.122750045,0.859314058,511.95,659.0848,1.348631,163.9187,1.286325,6.679087,65.68982,48.3008,36.39632576,86.3067,15.1,38.54125,100.0
205,650.0005,146.1872,1.10446915,0.005317023,0.005178876,1000.0,-5.915316,1.01244,1.013295832,1.0337451,1.0308003,1.02963066,1.07661618,1.02436199,1.019394646,23.34353,26.2273,37.54831,23.19566,51.77647,145.49845,152.1488,87.71779,103.8556,87.8884,54.7,10205.19,9.4399,-3.122750045,0.897710935,508.434,366.1949,1.361353,105.8478,1.600667,4.601372,65.14643,45.15968,41.37531,85.1365,20.0,58.07799,99.9969
206,550.0015,263.9119,14.40338098,1204.67,1173.370346,207.5779776,190.226,1.01249,1.012568162,1.3151353,1.3104914,1.3074073,1.3997733,1.04088315,1.03446373,23.21522,25.9529,64.08937,23.28802,33.69496,504.83895,392.8348,524.0573,112.0293,90.6006,54.4,36624.62,145.4883,-3.354489128,0.871648431,625.975,2297.254,0.376319,1488.9,-2.719833,7.792839,110.2583,64.49025,4.196885862,56.27554,18.85625,12.39,100.0
207,550.0003,249.4314,12.79773698,1080.457,1052.38464,205.641879,195.7612,1.012473,1.012671935,1.2613475,1.2563332,1.2545444,1.33095995,1.03978689,1.03362115,23.00575,25.81568,59.82212,23.27668,34.49095,480.8727,385.4048,540.2482,110.8411,88.9183,55.5,32928.44,129.27,-3.113560375,0.877112844,622.8269,2101.867,0.4848242,1488.731,-2.325744,7.936061,102.911,62.20479,5.982515718,54.76595,20.11539,17.425,100.0
208,550.0003,236.5341,11.32091358,960.391,935.4381864,204.6535414,220.1224,1.012527,1.012829584,1.2161929,1.2113104,1.2098189,1.27992,1.03809441,1.03204474,22.94586,25.7169,55.23064,23.2595,35.41301,451.40275,366.8165,560.3656,109.3016,87.2392,56.2,28856.94,114.3526,-2.965123053,0.883365259,622.8438,1908.903,0.6919838,1372.975,-2.05737,8.107062,96.09765,59.76076,7.927103334,55.95621,20.805,21.28563,100.0
209,549.9996,221.6221,9.879014715,840.3,818.4673826,204.1106625,236.8631,1.012518,1.012923888,1.1809575,1.1757372,1.17463,1.2472588,1.03563901,1.0297146,23.09332,25.77616,51.65097,23.26494,37.27017,421.32355,344.0689,575.3064,109.2536,89.9383,54.7,25365.44,99.7881,-2.947445586,0.887808808,623.5949,1713.769,1.063686,1099.304,-1.920585,8.056519,90.66427,57.70064,11.05984585,63.40705,20.29367,23.88924,100.0
210,549.9999,205.3707,8.478437658,720.3278,701.6122921,204.3486823,264.2449,1.012559,1.01307825,1.145197,1.1403465,1.1393398,1.21072495,1.03323048,1.02748376,23.16853,25.94728,48.30316,23.26242,39.80088,388.2355,318.942,594.8114,109.2051,90.8907,53.8,21968.2,85.6408,-2.92974692,0.89403518,623.5,1531.403,1.435105,825.1487,-1.672019,8.113082,84.93445,55.64649,14.93283416,71.55003,19.83544,26.63354,100.0
211,550.0026,200.0921,7.287295749,618.185,602.1233594,204.6595369,272.5808,1.012547,1.013108624,1.1244824,1.1198402,1.1190212,1.19085245,1.03178572,1.02617341,23.16712,26.0946,45.88631,23.26098,40.49937,352.21275,292.324,597.3273,108.2254,87.1555,54.4,20019.57,73.6087,-3.034814201,0.900210987,561.3522,1402.154,1.441015,680.7333,-1.130136,8.058147,79.89068,53.86952,16.00667245,76.70731,19.65723,25.44465,100.0
212,550.002,201.633,7.731908316,656.1589,639.1106241,204.5795411,550.9879,1.012605,1.013149472,1.1307859,1.1261089,1.1252,1.2006482,1.03137771,1.02574091,23.34407,26.00206,45.78374,23.26584,40.52235,353.6036,283.9169,394.6675,108.1587,88.8956,56.2,20678.75,78.0998,-2.982289441,0.898030765,594.7197,1459.655,1.493756,736.0586,-1.377837,8.032326,81.81229,54.39882,15.61399379,77.21159,19.14459,24.61274,100.0
213,550.0029,203.638,8.390630841,712.2887,693.7820635,204.5136865,410.4608,1.012539,1.013079078,1.1409503,1.136317,1.1353342,1.21290935,1.03117367,1.02548497,23.25307,25.92281,46.41385,23.27567,40.64505,365.18315,285.9765,410.2668,109.2534,91.3083,56.6,21671.68,84.7534,-2.930884814,0.89410957,620.6115,1523.068,1.498183,793.1943,-1.590967,8.050175,84.48476,55.34834,15.13213836,76.44742,18.79809,24.68344,100.0
214,550.0021,210.6953,9.000411465,763.537,743.6988336,204.6523455,259.2501,1.012557,1.013043199,1.1558335,1.1510263,1.1499514,1.22930205,1.03178063,1.02600912,23.23464,25.91784,47.6409,23.27444,39.66129,377.15335,293.3457,337.3316,110.6073,89.5013,54.2,23093.81,90.9129,-2.930321596,0.893061895,620.3248,1602.814,1.327182,912.682,-1.76673,8.018579,87.19949,56.35532,13.47737939,72.23769,18.85478,23.25159,100.0
215,550.0024,217.7885,9.605952517,815.4788,794.2910853,204.508787,122.1948,1.012637,1.013075926,1.1706764,1.1657417,1.1644829,1.2452806,1.03261551,1.02678892,23.31323,26.0134,49.02855,23.26624,38.47532,389.92735,303.2273,249.8902,110.6554,87.9607,53.4,24556.35,97.0294,-2.948005366,0.890658322,620.1456,1681.89,1.36376,1033.313,-1.826646,7.969241,89.61851,57.19375,11.77805215,68.03104,19.05063,21.94304,100.0
216,550.0023,223.5403,10.30071588,873.587,850.889522,204.7130539,341.388,1.012629,1.01303405,1.1869147,1.1825077,1.1811113,1.26066865,1.033575,1.02765871,23.27404,25.96808,50.5443,23.27324,37.86494,407.3758,315.734,368.1181,111.2209,91.9451,54.8,26122.12,104.0472,-2.950245631,0.886558161,619.1709,1775.265,1.436626,1156.703,-1.934297,7.940796,92.6707,58.44194,10.48572265,66.71616,19.20127,21.38734,100.0
217,550.0026,229.6592,10.89232849,921.951,897.9969318,205.1147751,341.388,1.012725,1.013060871,1.202615,1.1980561,1.1964936,1.274549,1.03475963,1.02876129,23.31465,25.76528,52.10381,23.27718,36.99055,421.84355,328.0415,368.1181,111.5521,89.5104,57.1,27664.37,110.023,-2.965704032,0.88310586,620.2152,1853.91,1.436626,1266.595,-1.990578,7.99774,94.774,59.25446,9.119166263,63.17178,19.5538,20.4519,100.0
